Frequency (Hz),Amplitude (dB¦ÌV)
150000.0,19.53430609000001
169900.0,16.791948186666666
189800.0,15.438330563333327
209700.0,13.895731333333337
229600.0,13.654083229999998
249500.0,14.079280576666667
269400.0,14.813438099999997
289300.0,14.104519376666664
309200.0,12.781577529999995
329100.0,13.052657800000004
349000.0,12.826821859999995
368900.0,11.7587125
388800.0,12.001395626666667
408700.0,12.119446070000008
428600.0,12.027267733333332
448500.0,10.948085793333332
468400.0,12.926178463333335
488300.0,11.418471496666672
508200.0,9.37485808666667
528100.0,12.13966242666667
548000.0,11.000470703333331
567900.0,11.339179699999994
587800.0,10.501107500000007
607700.0,8.961356866666666
627600.0,9.98894853666667
647500.0,8.492370333333332
667400.0,10.934573563333334
687300.0,8.919692196666666
707200.0,11.235053699999998
727100.0,9.41038816666667
747000.0,9.481616930000001
766900.0,8.97742995333333
786800.0,9.900958453333336
806700.0,9.170115370000003
826600.0,8.670097559999995
846500.0,7.64876938
866400.0,8.51331529666667
886300.0,9.425033299999997
906200.0,8.4643399
926100.0,8.38839288666667
946000.0,6.374097690000001
965900.0,7.108472959999998
985800.0,5.966307819999997
1005700.0,6.886060323333336
1025600.0,5.7247787333333315
1045500.0,6.79008839666667
1065400.0,5.5187733533333345
1085300.0,6.344885970000002
1105200.0,5.049611633333334
1125100.0,8.356261403333331
1145000.0,5.675684829999996
1164900.0,3.897838583333333
1184800.0,3.054598979999999
1204700.0,4.443410980000004
1224600.0,4.372605383333333
1244500.0,3.3061825600000003
1264400.0,4.509569813333334
1284300.0,2.9450774833333324
1304200.0,2.424756873333334
1324100.0,4.0460781899999985
1344000.0,2.2583307933333345
1363900.0,1.8842526333333338
1383800.0,3.034260273333334
1403700.0,0.6315681266666666
1423600.0,2.8966318699999998
1443500.0,3.209087363333333
1463400.0,0.8133987366666665
1483300.0,1.4571515000000004
1503200.0,1.2993527800000004
1523100.0,0.39200359000000007
1543000.0,-0.15527650666666684
1562900.0,0.5522501666666666
1582800.0,2.5004081533333338
1602700.0,1.483224220000001
1622600.0,1.778227466666667
1642500.0,0.5139617866666665
1662400.0,-0.5958221600000009
1682300.0,1.0766680133333333
1702200.0,2.9539710866666646
1722100.0,2.361973836666668
1742000.0,1.8147579999999992
1761900.0,0.3882499733333333
1781800.0,-0.4225395400000001
1801700.0,1.8037758066666667
1821600.0,-1.2141828133333334
1841500.0,1.749743136666666
1861400.0,0.47131854333333323
1881300.0,0.30948202666666674
1901200.0,0.7714688
1921100.0,0.9289476533333335
1941000.0,-0.8906735733333337
1960900.0,1.1387021
1980800.0,-0.08369728333333329
2000700.0,0.13730697333333358
2020600.0,-2.18608499
2040500.0,0.4203493300000003
2060400.0,-1.2203809400000007
2080300.0,-0.3974115899999996
2100200.0,-2.0838945999999994
2120100.0,-0.8601468766666659
2140000.0,-1.805292556666666
2159900.0,-2.527357506666667
2179800.0,-0.9822197000000001
2199700.0,-0.032598890000000075
2219600.0,-1.5133329166666671
2239500.0,-0.9349129266666677
2259400.0,-0.350333683333333
2279300.0,0.6991828833333333
2299200.0,-1.5288531133333343
2319100.0,-1.3952563
2339000.0,-1.5605731000000003
2358900.0,-1.6580869466666681
2378800.0,-0.9265444999999995
2398700.0,-0.3322527499999995
2418600.0,1.10380174
2438500.0,-1.9031753566666663
2458400.0,1.743665070000001
