Frequency (Hz),Amplitude (dBμV)
169680000.0,0.1047361
170165000.0,-2.8115542
170650000.0,0.5966336
171135000.0,-7.2421039
171620000.0,2.5398709
172105000.0,-5.2067416
172590000.0,4.8796918
173075000.0,-0.0403674
173560000.0,1.7125318
174045000.0,-4.8325808
174530000.0,-7.2792285
175015000.0,-4.5682986
175500000.0,4.6108701
175985000.0,4.7402265
176470000.0,-3.9320605
176955000.0,2.3770978
177440000.0,6.230087
177925000.0,-0.2397387
178410000.0,-8.2658008
178895000.0,-5.2360309
179380000.0,-0.9550174
179865000.0,-0.7435229
180350000.0,2.606857
180835000.0,-0.1666949
181320000.0,-3.0864489
181805000.0,-2.6463549
182290000.0,-2.0071414
182775000.0,-3.3111041
183260000.0,-1.3832248
183745000.0,-2.7166674
184230000.0,0.6420972
184715000.0,-0.8015826
185200000.0,2.8305127
185685000.0,4.5595319
186170000.0,-4.0613177
186655000.0,-2.5724032
187140000.0,1.5993955
187625000.0,2.5016553
188110000.0,-2.4828647
188595000.0,1.422424
189080000.0,-6.2477877
189565000.0,-3.1905673
190050000.0,2.774986
190535000.0,-3.8474658
191020000.0,2.6069562
191505000.0,-1.9089053
191990000.0,-8.5757907
192475000.0,-3.3703692
192960000.0,-1.8400424
193445000.0,-0.3739322
193930000.0,1.2444074
194415000.0,0.2252347
194900000.0,0.0198056
195385000.0,3.4334638
195870000.0,-5.6717685
196355000.0,1.1476133
196840000.0,2.3170926
197325000.0,-0.7723315
197810000.0,0.6811368
198295000.0,0.9411389
198780000.0,2.5695798
199265000.0,-7.3328402
199750000.0,1.4730374
200235000.0,1.8935849
200720000.0,3.279762
201205000.0,-6.8826907
201690000.0,-0.2689441
202175000.0,-1.0826648
202660000.0,-0.4430697
203145000.0,7.0011975
203630000.0,2.3121869
204115000.0,-5.4309695
204600000.0,5.0522534
205085000.0,0.7039868
205570000.0,0.7818753
206055000.0,-6.5510028
206540000.0,3.4062039
207025000.0,4.3838269
207510000.0,0.3832929
207995000.0,4.5199964
208480000.0,-4.6666568
208965000.0,-0.161156
209450000.0,-0.0950396
209935000.0,-0.2461474
210420000.0,-1.3263629
210905000.0,1.3437574
211390000.0,0.2606885
211875000.0,-3.1483157
212360000.0,1.11676
212845000.0,3.1479642
213330000.0,2.6192014
213815000.0,-0.4306643
214300000.0,-0.9006503
214785000.0,0.3545224
215270000.0,3.6674573
215755000.0,-0.3007663
216240000.0,5.1448362
216725000.0,2.195625
217210000.0,2.4210202
217695000.0,-1.0602115
218180000.0,1.5715253
218665000.0,1.3351819
219150000.0,1.0361936
219635000.0,-1.3973086
220120000.0,3.628967
220605000.0,-6.3603442
221090000.0,2.2832639
221575000.0,6.2624509
222060000.0,3.1690671
222545000.0,5.2868573
223030000.0,0.5097119
223515000.0,-1.4159854
224000000.0,-4.0317538
224485000.0,1.0196988
224970000.0,4.0919568
225455000.0,-2.9656146
225940000.0,-2.9184955
226425000.0,-3.3066485
226910000.0,-2.8015216
227395000.0,3.4917524
227880000.0,-0.9169696
228365000.0,-7.4752887
228850000.0,-2.4762347
229335000.0,4.9508283
229820000.0,-0.590523
230305000.0,3.3111646
230790000.0,1.5614011
231275000.0,0.7911679
231760000.0,1.5020368
232245000.0,3.5100019
232730000.0,-4.9311221
233215000.0,1.1983335
233700000.0,5.740112
234185000.0,-2.5898669
234670000.0,-1.7259677
235155000.0,0.7900235
235640000.0,-0.8262332
236125000.0,0.9376142
236610000.0,2.6096952
237095000.0,2.2942884
237580000.0,2.7089002
238065000.0,0.4176786
238550000.0,-0.2231219
239035000.0,-3.6907809
239520000.0,3.0143201
240005000.0,3.7813871
240490000.0,-0.8811267
240975000.0,-1.9291003
241460000.0,0.3577191
241945000.0,0.3773877
242430000.0,2.1000211
242915000.0,0.2145307
243400000.0,4.8401181
243885000.0,1.6131513
244370000.0,1.9862821
244855000.0,-3.2737658
245340000.0,-6.0136264
245825000.0,-2.8532412
246310000.0,-2.5185397
246795000.0,1.1634442
247280000.0,-3.1250384
247765000.0,2.9639127
248250000.0,1.2076871
248735000.0,-2.0973895
249220000.0,4.1479642
249705000.0,2.0032346
250190000.0,0.6990659
250675000.0,2.0962979
251160000.0,1.8232038
251645000.0,-0.5802844
252130000.0,4.4014279
252615000.0,-8.7218554
253100000.0,0.5310514
253585000.0,-5.6864398
254070000.0,-5.0435565
254555000.0,1.8125455
255040000.0,-1.6811679
255525000.0,-3.1442187
256010000.0,0.0997769
256495000.0,-8.2645724
256980000.0,-0.9204638
257465000.0,-7.4134372
257950000.0,1.9547345
258435000.0,0.6815335
258920000.0,-1.1681826
259405000.0,-0.237305
259890000.0,0.93457
260375000.0,-6.3601153
260860000.0,5.0160977
261345000.0,1.8188169
261830000.0,-3.7024081
262315000.0,-3.445946
262800000.0,3.9500348
263285000.0,0.4266889
263770000.0,-4.5786898
264255000.0,3.0694959
264740000.0,-2.5586856
265225000.0,-1.0393756
265710000.0,2.4792859
266195000.0,-4.5165332
266680000.0,-0.7031711
267165000.0,-1.3212207
267650000.0,-0.9312137
268135000.0,0.7991635
268620000.0,4.3017575
269105000.0,-0.0628283
269590000.0,-1.9490741
270075000.0,1.2777402
270560000.0,-1.3110354
271045000.0,0.5650174
271530000.0,-4.3869784
272015000.0,-4.8759845
272500000.0,3.6284482
272985000.0,0.209747
273470000.0,0.3034131
273955000.0,6.3324277
274440000.0,6.7447278
274925000.0,3.5030362
275410000.0,3.5111005
275895000.0,-2.8713458
276380000.0,-5.1533816
276865000.0,-1.4351275
277350000.0,-3.2011645
277835000.0,1.9455106
278320000.0,-0.1255496
278805000.0,-0.2813037
279290000.0,2.2879789
279775000.0,1.0813901
280260000.0,-4.976166
280745000.0,1.0820462
281230000.0,1.8725583
281715000.0,-8.493706
282200000.0,2.3237073
282685000.0,1.3207166
283170000.0,-3.610123
283655000.0,-1.228493
284140000.0,0.6140744
284625000.0,4.4887464
285110000.0,-0.3630145
285595000.0,6.0916059
286080000.0,2.2092893
286565000.0,-3.5110095
287050000.0,-1.1750033
287535000.0,-0.1748889
288020000.0,-0.3757251
288505000.0,4.112869
288990000.0,-4.8123019
289475000.0,3.0862805
289960000.0,1.3716428
290445000.0,2.0749967
290930000.0,-8.1333011
291415000.0,-0.9618991
291900000.0,-3.0342257
292385000.0,1.509979
292870000.0,0.6402127
293355000.0,-1.2230838
293840000.0,1.0944898
294325000.0,0.3471372
294810000.0,5.4778134
295295000.0,1.3317334
295780000.0,3.463577
296265000.0,-0.8200305
296750000.0,2.72422
297235000.0,-0.8791278
297720000.0,2.4383313
298205000.0,-0.5592425
298690000.0,-1.8834765
299175000.0,-1.5472186
299660000.0,3.4179151
300145000.0,-1.88958
300630000.0,5.088432
301115000.0,-2.6986392
301600000.0,4.5180814
302085000.0,-1.8114322
302570000.0,3.2845533
303055000.0,-3.3753817
303540000.0,1.3654935
304025000.0,1.2013394
304510000.0,4.2563169
304995000.0,1.3933103
305480000.0,-1.1543811
305965000.0,-0.3296283
306450000.0,-13.0981219
306935000.0,1.8192975
307420000.0,-0.6737445
307905000.0,-5.5573352
308390000.0,1.1123883
308875000.0,1.761894
309360000.0,-2.7008212
309845000.0,0.8951261
310330000.0,0.912544
310815000.0,5.502815
311300000.0,-6.9135669
311785000.0,-4.0599749
312270000.0,3.7891919
312755000.0,0.1756818
313240000.0,-0.3466876
313725000.0,-1.1032946
314210000.0,-0.6696399
314695000.0,5.6088788
315180000.0,0.6725537
315665000.0,2.3723828
316150000.0,-1.6638263
316635000.0,1.9946897
317120000.0,2.6854016
317605000.0,2.2838285
318090000.0,-2.6369555
318575000.0,4.6850659
319060000.0,4.1714475
319545000.0,5.1014402
320030000.0,-2.1416705
320515000.0,0.523277
321000000.0,-1.2887729
321485000.0,2.9465863
321970000.0,0.2384946
322455000.0,3.7599561
322940000.0,3.1473233
323425000.0,1.410484
323910000.0,-0.3075641
324395000.0,-0.8303836
324880000.0,-0.1318286
325365000.0,-0.993439
325850000.0,-1.2866137
326335000.0,6.6074826
326820000.0,-4.6917804
327305000.0,2.1024549
327790000.0,-0.2337115
328275000.0,-1.1235507
328760000.0,0.6708066
329245000.0,5.157089
329730000.0,5.3960721
330215000.0,1.4663159
330700000.0,-7.2473071
331185000.0,1.1425397
331670000.0,0.1496045
332155000.0,-6.8002551
332640000.0,0.0660092
333125000.0,5.6492002
333610000.0,1.0159375
334095000.0,1.151489
334580000.0,2.2720182
335065000.0,-0.3588641
335550000.0,-0.4612429
336035000.0,-6.9382556
336520000.0,-1.7052005
337005000.0,6.8734662
337490000.0,3.2397687
337975000.0,-1.1514438
338460000.0,1.6763761
338945000.0,-0.4158175
339430000.0,7.2357022
339915000.0,-6.0741122
340400000.0,2.1677472
340885000.0,1.2877195
341370000.0,5.9098661
341855000.0,-1.8321994
342340000.0,2.04055
342825000.0,1.5419004
343310000.0,-4.071152
343795000.0,-2.9951861
344280000.0,5.0290296
344765000.0,-1.4839328
345250000.0,-3.3882678
345735000.0,0.6803357
346220000.0,0.4829709
346705000.0,3.9682767
347190000.0,-0.1584781
347675000.0,5.8273694
348160000.0,-3.99276
348645000.0,1.9380719
349130000.0,-1.0223849
349615000.0,1.0200956
350100000.0,0.8563687
350585000.0,-8.1052478
351070000.0,1.518234
351555000.0,-3.1641543
352040000.0,-0.1038134
352525000.0,4.8235623
353010000.0,-3.3478244
353495000.0,2.2206952
353980000.0,2.0302961
354465000.0,-0.1094211
354950000.0,0.4095838
355435000.0,2.9640653
355920000.0,-0.5094912
356405000.0,-3.6102908
356890000.0,-1.4607394
357375000.0,3.0551145
357860000.0,1.1099164
358345000.0,-3.6732867
358830000.0,3.3307721
359315000.0,-6.0739062
359800000.0,3.3695371
360285000.0,-3.6144183
360770000.0,-1.964165
361255000.0,3.4038312
361740000.0,2.7296674
362225000.0,-0.7064059
362710000.0,2.9280545
363195000.0,-4.0216449
363680000.0,3.0208051
364165000.0,2.085365
364650000.0,-3.1482852
365135000.0,-2.4088824
365620000.0,-1.3069156
366105000.0,3.6889875
366590000.0,-6.070473
367075000.0,2.6146619
367560000.0,0.0431668
368045000.0,1.5253751
368530000.0,1.5022733
369015000.0,-5.8544009
369500000.0,-1.1688693
369985000.0,-0.4909518
370470000.0,2.4787366
370955000.0,0.0342328
371440000.0,1.3208539
371925000.0,5.0054929
372410000.0,-1.4825747
372895000.0,-1.5054553
373380000.0,-3.1532443
373865000.0,-4.1549075
374350000.0,1.77375
374835000.0,5.4614408
375320000.0,2.9468534
375805000.0,2.1087949
376290000.0,2.6830442
376775000.0,1.0430143
377260000.0,0.1503369
377745000.0,4.3717954
378230000.0,-1.9559939
378715000.0,1.4846265
379200000.0,2.5468366
379685000.0,3.9780042
380170000.0,3.1636808
380655000.0,4.052818
381140000.0,-2.4079669
381625000.0,5.9058835
382110000.0,1.8270566
382595000.0,5.6305768
383080000.0,0.6490476
383565000.0,3.5752942
384050000.0,3.11116
384535000.0,6.9657514
385020000.0,2.0242307
385505000.0,0.3042524
385990000.0,-1.906029
386475000.0,-0.2847979
386960000.0,3.6276929
387445000.0,0.3063733
387930000.0,5.655586
388415000.0,-4.6113208
388900000.0,1.0686109
389385000.0,1.2750241
389870000.0,4.9795758
390355000.0,4.7148206
390840000.0,2.7067945
391325000.0,0.0461652
391810000.0,-2.5692904
392295000.0,0.215347
392780000.0,1.303291
393265000.0,4.8899305
393750000.0,-7.3035128
394235000.0,0.2958982
394720000.0,-0.5293429
395205000.0,3.1895291
395690000.0,-1.3942874
396175000.0,-0.1902087
396660000.0,-0.7111895
397145000.0,4.1340634
397630000.0,3.3892514
398115000.0,-1.1287921
398600000.0,-0.0979922
399085000.0,1.7575452
399570000.0,-4.2241214
400055000.0,2.8881223
400540000.0,3.7322156
401025000.0,9.8688199
401510000.0,1.7214429
401995000.0,2.8437192
402480000.0,2.5533597
402965000.0,-1.1411441
403450000.0,-1.4366534
403935000.0,4.23542
404420000.0,-3.5956347
404905000.0,0.8499372
405390000.0,0.7587888
405875000.0,4.5840528
406360000.0,5.5839612
406845000.0,-1.3935778
407330000.0,-0.4712146
407815000.0,3.3988034
408300000.0,4.0100095
408785000.0,0.9048688
409270000.0,-0.4639895
409755000.0,-1.7843783
410240000.0,6.1950452
410725000.0,5.0643537
411210000.0,-4.9614947
411695000.0,2.5607679
412180000.0,-8.9097674
412665000.0,6.3664853
413150000.0,1.454292
413635000.0,-2.2201922
414120000.0,4.7060849
414605000.0,2.813606
415090000.0,-2.9427264
415575000.0,-1.5580066
416060000.0,5.5210569
416545000.0,-0.9790042
417030000.0,5.0870435
417515000.0,5.8898542
418000000.0,-0.3109439
418485000.0,-6.6820987
418970000.0,-0.4029773
419455000.0,7.0987775
419940000.0,4.4153363
420425000.0,-1.6661456
420910000.0,5.310188
421395000.0,3.2004239
421880000.0,5.2486417
422365000.0,-2.8574145
422850000.0,0.2647931
423335000.0,-6.4132083
423820000.0,-4.0325854
424305000.0,1.9417264
424790000.0,1.7217481
425275000.0,5.6481626
425760000.0,1.181709
426245000.0,3.0993955
426730000.0,2.2808988
427215000.0,1.1954419
427700000.0,1.7174375
428185000.0,-3.7473452
428670000.0,-2.4154666
429155000.0,-0.8183215
429640000.0,3.5949094
430125000.0,1.212074
430610000.0,6.4668119
431095000.0,-4.5739978
431580000.0,0.6504285
432065000.0,3.6153562
432550000.0,4.1513745
433035000.0,1.7331235
433520000.0,2.7753293
434005000.0,8.6025464
434490000.0,-4.1708529
434975000.0,5.086128
435460000.0,4.2533948
435945000.0,2.6232297
436430000.0,1.5245587
436915000.0,2.5959394
437400000.0,3.2760999
437885000.0,3.5396573
438370000.0,6.5086972
438855000.0,2.1856076
439340000.0,6.7163083
439825000.0,-4.9824603
440310000.0,-0.5555423
440795000.0,3.8584058
441280000.0,4.7177045
441765000.0,0.5962293
442250000.0,3.3446424
442735000.0,6.0946195
443220000.0,6.3576657
443705000.0,4.9107511
444190000.0,-0.0565188
444675000.0,-3.093941
445160000.0,2.5635373
445645000.0,2.2522657
446130000.0,4.1363828
446615000.0,-0.9772799
447100000.0,2.602287
447585000.0,-4.4062808
448070000.0,-5.6052859
448555000.0,-2.0980685
449040000.0,-2.1215899
449525000.0,4.0572507
450010000.0,-2.9043429
450495000.0,5.3906247
450980000.0,-0.276871
451465000.0,-0.5678256
451950000.0,5.5490186
452435000.0,2.2988507
452920000.0,0.1166684
453405000.0,2.9981839
453890000.0,1.2965848
454375000.0,1.7429273
454860000.0,4.9105222
455345000.0,3.5377347
455830000.0,3.6996991
456315000.0,-0.3131335
456800000.0,1.1597669
457285000.0,1.5079724
457770000.0,3.551109
458255000.0,-3.5201953
458740000.0,-0.4058764
459225000.0,-4.950455
459710000.0,5.3408582
460195000.0,-11.895859
460680000.0,2.2394788
461165000.0,1.4682462
461650000.0,-1.0163577
462135000.0,4.4273755
462620000.0,3.3783948
463105000.0,-0.0358127
463590000.0,4.7886579
464075000.0,-1.1402743
464560000.0,4.0585172
465045000.0,2.5014112
465530000.0,2.7077787
466015000.0,3.2909314
466500000.0,5.3281781
466985000.0,0.2737271
467470000.0,-0.9160159
467955000.0,1.7809217
468440000.0,0.6921765
468925000.0,6.2207715
469410000.0,3.7831876
469895000.0,-9.8732531
470380000.0,-8.8090976
470865000.0,0.6612622
471350000.0,0.3194425
471835000.0,-1.0110934
472320000.0,2.2404706
472805000.0,2.6949002
473290000.0,-0.0004199
473775000.0,3.0317075
474260000.0,2.385307
474745000.0,4.1085813
475230000.0,4.6102216
475715000.0,-5.0315554
476200000.0,4.1705854
476685000.0,-4.1189502
477170000.0,4.1692044
477655000.0,-1.1762698
478140000.0,4.002136
478625000.0,3.4843518
479110000.0,-2.2728198
479595000.0,6.2092435
480080000.0,2.3184278
480565000.0,2.0735395
481050000.0,0.6766507
481535000.0,3.7226331
482020000.0,5.9006192
482505000.0,1.7805707
482990000.0,5.3277738
483475000.0,2.8320462
483960000.0,2.1441266
484445000.0,4.3034742
484930000.0,1.3174894
485415000.0,0.7621534
485900000.0,0.9654309
486385000.0,-0.1720813
486870000.0,1.1614301
487355000.0,5.9259412
487840000.0,3.931503
488325000.0,0.4451367
488810000.0,4.0072705
489295000.0,-4.1846545
489780000.0,1.2762448
490265000.0,-2.6425479
490750000.0,1.2256086
491235000.0,6.2336118
491720000.0,-0.7047503
492205000.0,0.5897138
492690000.0,-6.9120868
493175000.0,2.3454892
493660000.0,1.4503476
494145000.0,-3.5792468
494630000.0,3.6319272
495115000.0,-0.4189914
495600000.0,2.7299192
496085000.0,3.7562329
496570000.0,1.7870862
497055000.0,5.5322263
497540000.0,3.0531003
498025000.0,2.6470182
498510000.0,-2.9216998
498995000.0,-0.3799975
499480000.0,0.6371991
499965000.0,6.437103
500450000.0,-0.6401217
500935000.0,-4.6289981
501420000.0,2.4683225
501905000.0,-5.8670199
502390000.0,-2.3442157
502875000.0,3.8718106
503360000.0,-2.0494464
503845000.0,-1.4713443
504330000.0,2.3689801
504815000.0,4.1428373
505300000.0,-2.0645526
505785000.0,-2.0808337
506270000.0,1.7656171
506755000.0,-2.1496051
507240000.0,4.9967878
507725000.0,3.3016584
508210000.0,3.7877576
508695000.0,1.731239
509180000.0,-0.8809817
509665000.0,-0.7676852
510150000.0,3.6538846
510635000.0,3.0461118
511120000.0,-1.2891314
511605000.0,-7.0449298
512090000.0,0.6584012
512575000.0,-3.9500049
513060000.0,2.2814939
513545000.0,-3.4640658
514030000.0,5.8492276
514515000.0,-1.4973758
515000000.0,0.6672895
515485000.0,0.2317273
515970000.0,3.0409772
516455000.0,1.5438611
516940000.0,5.6608045
517425000.0,2.930824
517910000.0,-2.247864
518395000.0,2.4730374
518880000.0,5.0479505
519365000.0,-3.0883639
519850000.0,3.9574124
520335000.0,4.9895246
520820000.0,-2.6685412
521305000.0,-2.1640399
521790000.0,1.0607144
522275000.0,0.7642362
522760000.0,3.4785306
523245000.0,1.7896955
523730000.0,-2.1625369
524215000.0,0.1153028
524700000.0,5.4779203
525185000.0,-0.5674289
525670000.0,-1.029877
526155000.0,1.1889341
526640000.0,-4.0261844
527125000.0,-1.2903064
527610000.0,3.6110685
528095000.0,-4.0960467
528580000.0,5.2903592
529065000.0,1.6460416
529550000.0,-0.6323092
530035000.0,6.6041715
530520000.0,1.1803281
531005000.0,-0.9317782
531490000.0,0.6712873
531975000.0,-3.0105136
532460000.0,7.5006253
532945000.0,-0.1214373
533430000.0,-4.1263202
533915000.0,1.5729444
534400000.0,7.1151273
534885000.0,-1.35833
535370000.0,1.7240827
535855000.0,1.922508
536340000.0,1.2458188
536825000.0,2.7627713
537310000.0,3.2515409
537795000.0,-0.0289233
538280000.0,5.1523893
538765000.0,3.4115979
539250000.0,1.6893308
539735000.0,-2.7541583
540220000.0,-0.0786898
540705000.0,0.5835263
541190000.0,0.6958997
541675000.0,1.3817746
542160000.0,-1.8621295
542645000.0,7.2625882
543130000.0,0.1504209
543615000.0,2.5221326
544100000.0,-2.7142489
544585000.0,-1.2034228
545070000.0,-1.5215457
545555000.0,5.7082517
546040000.0,-3.7730105
546525000.0,-2.8237307
547010000.0,-2.5543063
547495000.0,2.2086713
547980000.0,-2.5671771
548465000.0,6.5544965
548950000.0,1.8323819
549435000.0,3.5770871
549920000.0,0.4480817
550405000.0,1.511688
550890000.0,3.7121732
551375000.0,-2.9868243
551860000.0,2.8984525
552345000.0,-9.8660663
552830000.0,-1.5286944
553315000.0,3.101608
553800000.0,2.0518491
554285000.0,-0.4102252
554770000.0,-1.711632
555255000.0,3.0713422
555740000.0,-0.2037585
556225000.0,0.7931974
556710000.0,0.7877347
557195000.0,-1.9282687
557680000.0,0.0969922
558165000.0,-1.4775164
558650000.0,1.2470548
559135000.0,-7.5265506
559620000.0,2.8734357
560105000.0,-0.3027118
560590000.0,-1.4601367
561075000.0,-5.6819003
561560000.0,1.3091809
562045000.0,8.5163037
562530000.0,-2.5535739
563015000.0,-4.5262683
563500000.0,4.346481
563985000.0,4.2155606
564470000.0,1.5866696
564955000.0,4.5725934
565440000.0,-3.3300174
565925000.0,1.6551969
566410000.0,-2.9024203
566895000.0,-5.2073062
567380000.0,-2.9063571
567865000.0,4.7156827
568350000.0,3.9146497
568835000.0,-3.5712664
569320000.0,4.4334027
569805000.0,2.8081662
570290000.0,-1.5865939
570775000.0,-0.5686725
571260000.0,4.1723172
571745000.0,2.1185376
572230000.0,1.7600019
572715000.0,3.1128003
573200000.0,-0.4166415
573685000.0,0.4931104
574170000.0,-2.6797488
574655000.0,2.7160413
575140000.0,2.5644376
575625000.0,-7.0484927
576110000.0,0.9996106
576595000.0,3.901695
